fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.7052,0.00952,0.01383,0.85626,0.00064,3.98303,0.67633,4.79629,0.31109,1.44799,0.00986,0.55826,0.32525,0.0,0.09016,0.62113,0.0,0.0,0.0,0.3499,0.0,0.83304,0.0,0.0
0.69497,0.00952,0.01535,0.87272,0.00071,4.15825,0.69479,4.24177,0.31254,1.29242,0.01025,0.56042,0.3341,0.0,0.09016,0.56385,0.0,0.0,0.0,0.33343,0.0,0.99079,0.0,0.0
0.66775,0.01277,0.01107,0.88627,0.00053,2.91781,0.63379,7.07161,0.52337,1.01343,0.01676,0.59507,0.47028,0.0,0.10477,0.39219,0.0,0.0,0.0,0.6176,0.0,0.90428,0.0,0.0
0.68567,0.00909,0.00958,0.94392,0.00053,3.06968,0.7954,6.15817,0.46568,1.70521,0.0168,0.6457,0.30712,0.0,0.0808,0.46278,0.0,0.0,0.0,0.51514,0.0,0.99494,0.0,0.0
0.69986,0.00847,0.00976,0.94973,0.00053,2.56307,0.73665,8.55358,0.40106,1.21814,0.01495,0.59507,0.429,0.0,0.06924,0.34843,0.0,0.0,0.0,0.53951,0.0,0.93203,0.0,0.0
0.69777,0.00839,0.01377,0.86997,0.00064,4.17156,0.67126,4.82928,0.31109,1.55091,0.00975,0.6208,0.32146,0.0,0.09167,0.61634,0.0,0.0,0.0,0.39338,0.0,0.78481,0.0,0.0
0.67637,0.01037,0.00884,0.97398,0.00048,3.12782,0.80284,6.43481,0.41091,1.5417,0.0173,0.77994,0.33706,0.0,0.08371,0.44689,0.0,0.0,0.0,0.56142,0.0,0.96819,0.0,0.0
0.69051,0.00899,0.01009,0.95374,0.00052,2.87696,0.73891,7.58669,0.46406,1.47315,0.01495,0.58674,0.38544,0.0,0.07865,0.42774,0.0,0.0,0.0,0.50436,0.0,0.8844,0.0,0.0
0.70008,0.00927,0.01524,0.88977,0.00064,4.87407,0.77874,4.97809,0.29514,1.16275,0.01276,0.5966,0.40663,0.0,0.08333,0.38104,0.0,0.0,0.0,0.35274,0.0,0.83304,0.0,0.0
0.69142,0.0094,0.01047,0.95029,0.00053,2.0771,0.74163,7.13961,0.41038,1.16326,0.0147,0.69035,0.3237,0.0,0.06933,0.38974,0.0,0.0,0.0,0.49521,0.0,0.90428,0.0,0.0
0.68888,0.00931,0.01358,0.84287,0.00065,4.08912,0.6939,5.34611,0.3035,1.48464,0.01095,0.55826,0.32525,0.0,0.09676,0.62824,0.0,0.0,0.0,0.35491,0.0,0.84348,0.0,0.0
0.70402,0.00823,0.00827,0.92242,0.00054,3.12782,0.95,6.42946,0.35722,1.81153,0.01457,0.49682,0.2921,0.0,0.09657,0.40108,0.0,0.0,0.0,0.43816,0.0,0.96819,0.0,0.0
0.68467,0.00973,0.01383,0.85645,0.00064,4.16332,0.68479,4.92474,0.32476,1.46462,0.01,0.58072,0.31557,0.0,0.09016,0.62905,0.0,0.0,0.0,0.35853,0.0,0.88572,0.0,0.0
0.68947,0.00799,0.00957,0.95392,0.00057,2.91127,0.66342,7.48417,0.3667,1.68605,0.01637,0.59507,0.3767,0.0,0.08986,0.44048,0.0,0.0,0.0,0.40952,0.0,0.63019,0.0,0.0
0.70967,0.00958,0.00967,0.94486,0.00055,3.12782,0.7968,6.04896,0.46578,1.4622,0.01751,0.66447,0.28466,0.0,0.08069,0.41752,0.0,0.0,0.0,0.52255,0.0,1.0,0.0,0.0
0.68655,0.00958,0.00967,0.94486,0.00055,3.13934,0.7968,6.04896,0.46578,1.25359,0.01922,0.63396,0.26085,0.0,0.08947,0.39143,0.0,0.0,0.0,0.48367,0.0,1.0,0.0,0.0
0.69144,0.01018,0.01383,0.85626,0.00062,3.83623,0.71449,4.88769,0.30665,1.451,0.00986,0.55826,0.33775,0.0,0.09016,0.6406,0.0,0.0,0.0,0.3499,0.0,0.83492,0.0,0.0
0.70199,0.00947,0.00955,0.94365,0.00056,3.12344,0.79502,6.08495,0.45158,1.49915,0.01754,0.66447,0.27956,0.0,0.08124,0.41972,0.0,0.0,0.0,0.53751,0.0,1.0,0.0,0.0
0.71509,0.00968,0.00976,0.9427,0.00055,3.13224,0.79975,6.04896,0.46491,1.4622,0.01758,0.66447,0.28548,0.0,0.07952,0.41518,0.0,0.0,0.0,0.52702,0.0,1.0,0.0,0.0
0.70471,0.00968,0.0091,0.9427,0.00052,2.99061,0.76259,6.20764,0.45725,1.55981,0.0178,0.66447,0.2685,0.0,0.07767,0.40455,0.0,0.0,0.0,0.50261,0.0,1.0,0.0,0.0
0.68062,0.00917,0.00967,0.94876,0.00057,2.91702,0.83364,6.09214,0.44114,1.30528,0.01663,0.67143,0.28466,0.0,0.08215,0.43755,0.0,0.0,0.0,0.51952,0.0,1.0,0.0,0.0
0.69581,0.00952,0.00966,0.9514,0.00054,3.12782,0.7968,6.04896,0.46624,1.44916,0.01751,0.66338,0.28466,0.0,0.08015,0.42224,0.0,0.0,0.0,0.52255,0.0,0.97671,0.0,0.0
0.69341,0.00841,0.01084,0.9427,0.00055,2.68338,0.62276,4.30962,0.43223,1.57581,0.0169,0.66447,0.2713,0.0,0.06525,0.41518,0.0,0.0,0.0,0.56824,0.0,1.0,0.0,0.0
0.70757,0.00968,0.00965,0.94214,0.00055,3.10948,0.79866,6.15407,0.46491,1.46267,0.01738,0.66516,0.28589,0.0,0.07934,0.41518,0.0,0.0,0.0,0.52702,0.0,0.99822,0.0,0.0
0.67145,0.01076,0.00914,0.97482,0.00058,3.5168,0.79975,4.94309,0.43101,1.4622,0.01758,0.66447,0.24864,0.0,0.08626,0.38075,0.0,0.0,0.0,0.56441,0.0,0.7973,0.0,0.0
0.70559,0.01045,0.00976,0.92125,0.00061,3.6772,0.80247,6.04896,0.37467,1.50879,0.02135,0.58548,0.28548,0.0,0.07797,0.39019,0.0,0.0,0.0,0.43911,0.0,1.0,0.0,0.0
0.70065,0.00895,0.00965,0.94214,0.00061,2.44637,0.84439,6.22589,0.42218,1.52371,0.01604,0.66169,0.28589,0.0,0.08261,0.41518,0.0,0.0,0.0,0.55938,0.0,1.0,0.0,0.0
0.69635,0.00923,0.01044,0.95906,0.00055,3.33139,0.79975,6.31913,0.50004,1.49281,0.01732,0.66447,0.28517,0.0,0.07724,0.41518,0.0,0.0,0.0,0.52702,0.0,0.93615,0.0,0.0
0.66755,0.00968,0.00938,0.97647,0.00062,3.36123,0.70093,7.89392,0.40108,1.90833,0.01758,0.66447,0.2712,0.0,0.05893,0.43997,0.0,0.0,0.0,0.64059,0.0,1.0,0.0,0.0
0.70012,0.00956,0.00967,0.94363,0.00054,3.12782,0.8027,6.07775,0.46883,1.45675,0.01738,0.66749,0.28429,0.0,0.08106,0.41752,0.0,0.0,0.0,0.52232,0.0,1.0,0.0,0.0
0.65326,0.01067,0.01328,0.91216,0.00045,3.5554,0.64744,6.04896,0.46491,1.47394,0.0176,0.66336,0.25834,0.0,0.07952,0.40036,0.0,0.0,0.0,0.71541,0.0,1.0,0.0,0.0
0.7141,0.00958,0.00917,0.92333,0.00055,2.6556,0.86088,5.97899,0.47707,1.5273,0.01348,0.52345,0.32801,0.0,0.08088,0.43805,0.0,0.0,0.0,0.5536,0.0,1.0,0.0,0.0
0.71599,0.00958,0.00917,0.91712,0.00062,2.6556,0.86088,5.56522,0.47707,1.57695,0.0129,0.49215,0.37237,0.0,0.07817,0.39163,0.0,0.0,0.0,0.5536,0.0,1.0,0.0,0.0
0.7102,0.00958,0.00963,0.94454,0.00055,3.12775,0.79653,6.05095,0.46613,1.46051,0.0176,0.66388,0.28476,0.0,0.08082,0.41784,0.0,0.0,0.0,0.52255,0.0,1.0,0.0,0.0
0.70079,0.0097,0.01031,0.95192,0.00056,3.24073,0.84776,6.04896,0.46964,1.41091,0.01743,0.6391,0.26846,0.0,0.08079,0.40234,0.0,0.0,0.0,0.52593,0.0,1.0,0.0,0.0
0.68141,0.01008,0.00976,0.9395,0.00065,3.06959,0.8334,6.42825,0.46491,1.54758,0.01758,0.66447,0.26268,0.0,0.0634,0.46944,0.0,0.0,0.0,0.51371,0.0,0.97717,0.0,0.0
0.68746,0.00952,0.00983,0.96259,0.00054,3.13224,0.88361,6.04896,0.45013,1.60297,0.01818,0.66447,0.26455,0.0,0.07519,0.39575,0.0,0.0,0.0,0.52702,0.0,1.0,0.0,0.0
0.6627,0.00909,0.00948,0.98,0.00061,2.61162,0.7264,5.79294,0.42849,1.4622,0.016,0.58512,0.27947,0.0,0.07952,0.4638,0.0,0.0,0.0,0.54637,0.0,1.0,0.0,0.0
0.66563,0.01112,0.00976,0.97896,0.00061,3.00328,0.64308,6.28924,0.44166,1.51093,0.01758,0.66447,0.2746,0.0,0.10635,0.51034,0.0,0.0,0.0,0.39126,0.0,1.0,0.0,0.0
0.69347,0.00968,0.00989,0.9427,0.00039,3.07011,0.85187,5.41627,0.42451,1.26932,0.01758,0.66951,0.27562,0.0,0.07316,0.45055,0.0,0.0,0.0,0.52702,0.0,1.0,0.0,0.0
0.67582,0.00936,0.00847,0.91712,0.00051,1.90849,0.95,6.26051,0.32441,1.57695,0.01411,0.36354,0.43237,0.0,0.07397,0.57181,0.0,0.0,0.0,0.59355,0.0,1.0,0.0,0.0
0.71242,0.00748,0.00904,0.91712,0.00056,3.02713,0.86088,5.56522,0.39353,1.33847,0.01158,0.49215,0.37237,0.0,0.07909,0.42567,0.0,0.0,0.0,0.57922,0.0,1.0,0.0,0.0
0.68343,0.00958,0.009,0.88957,0.00069,2.6556,0.85932,6.12385,0.47707,1.57695,0.01216,0.47358,0.37237,0.0,0.07178,0.40068,0.0,0.0,0.0,0.5918,0.0,0.80408,0.0,0.0
0.69461,0.00756,0.0087,0.95364,0.00067,3.13224,0.93208,6.04896,0.46314,1.4622,0.01837,0.68204,0.33065,0.0,0.08637,0.41627,0.0,0.0,0.0,0.56094,0.0,0.98356,0.0,0.0
0.63998,0.00958,0.00917,0.97076,0.00053,2.73186,0.76849,6.40055,0.42851,1.62113,0.01348,0.53037,0.36222,0.0,0.08972,0.54401,0.0,0.0,0.0,0.78495,0.0,0.75622,0.0,0.0
0.70504,0.01048,0.00976,0.93405,0.00055,2.97504,0.7434,6.04896,0.46491,1.4622,0.01758,0.69123,0.28209,0.0,0.08538,0.41238,0.0,0.0,0.0,0.4861,0.0,0.99701,0.0,0.0
0.68594,0.01034,0.00983,0.91712,0.00075,3.25279,0.85113,6.35458,0.46859,1.60451,0.01526,0.51508,0.37237,0.0,0.07829,0.39163,0.0,0.0,0.0,0.73952,0.0,0.86466,0.0,0.0
0.69405,0.00929,0.00918,0.92333,0.00058,2.6556,0.84682,6.14659,0.47387,1.5011,0.01428,0.50772,0.33806,0.0,0.08262,0.44396,0.0,0.0,0.0,0.56171,0.0,0.9882,0.0,0.0
0.71148,0.0069,0.00936,0.90172,0.00067,2.76467,0.89086,5.83019,0.39802,1.28848,0.01241,0.46359,0.37237,0.0,0.07233,0.39203,0.0,0.0,0.0,0.57536,0.0,1.0,0.0,0.0
0.70934,0.00821,0.00857,0.92154,0.00065,2.95168,0.85239,5.56522,0.38492,1.33847,0.01038,0.51184,0.39352,0.0,0.07909,0.42567,0.0,0.0,0.0,0.54357,0.0,0.93073,0.0,0.0
0.70217,0.00964,0.00892,0.92975,0.00055,2.52021,0.86088,5.97899,0.49052,1.61223,0.01407,0.49007,0.31448,0.0,0.07778,0.43805,0.0,0.0,0.0,0.55407,0.0,0.99727,0.0,0.0
0.68524,0.0124,0.00745,0.88456,0.0006,2.6556,0.95,5.68789,0.64264,1.68355,0.01375,0.45732,0.33923,0.0,0.09141,0.43805,0.0,0.0,0.0,0.42088,0.0,1.0,0.0,0.0
0.69845,0.00688,0.00711,0.90288,0.00048,3.08586,0.86088,5.71084,0.34081,1.45731,0.01014,0.422,0.37237,0.0,0.07899,0.33484,0.0,0.0,0.0,0.55132,0.0,1.0,0.0,0.0
0.7185,0.01043,0.0099,0.89974,0.00053,3.15052,0.8568,5.70659,0.44764,1.56848,0.01758,0.58857,0.26004,0.0,0.08003,0.41696,0.0,0.0,0.0,0.48527,0.0,0.94857,0.0,0.0
0.69067,0.01043,0.0099,0.89721,0.00053,3.15052,0.95,7.28432,0.3878,1.37781,0.01774,0.59028,0.27348,0.0,0.08003,0.4979,0.0,0.0,0.0,0.48527,0.0,0.8319,0.0,0.0
0.69266,0.01102,0.00976,0.92993,0.00055,2.85231,0.70274,8.78292,0.39766,1.37914,0.01347,0.6823,0.28548,0.0,0.07952,0.39524,0.0,0.0,0.0,0.52702,0.0,1.0,0.0,0.0
0.66393,0.01133,0.01004,0.86978,0.00049,3.13378,0.8568,5.70659,0.44732,1.49878,0.0202,0.67797,0.28232,0.0,0.08003,0.41384,0.0,0.0,0.0,0.51816,0.0,0.992,0.0,0.0
0.69083,0.00968,0.01009,0.93694,0.0006,3.13224,0.80677,6.04896,0.46932,1.42922,0.01766,0.65296,0.29037,0.0,0.08151,0.41518,0.0,0.0,0.0,0.52894,0.0,1.0,0.0,0.0
0.64703,0.011,0.01062,0.98,0.00064,3.34023,0.74194,6.04896,0.53248,1.43067,0.01943,0.60306,0.36365,0.0,0.0797,0.40139,0.0,0.0,0.0,0.52702,0.0,0.93791,0.0,0.0
0.71316,0.00956,0.0092,0.92364,0.00055,2.6628,0.85912,5.95619,0.47893,1.53327,0.01343,0.52345,0.32624,0.0,0.08048,0.43568,0.0,0.0,0.0,0.55231,0.0,0.99719,0.0,0.0
0.66857,0.00958,0.00924,0.91136,0.00057,2.6556,0.94433,5.56522,0.42085,1.45869,0.01216,0.47896,0.36136,0.0,0.08423,0.39163,0.0,0.0,0.0,0.61794,0.0,0.97716,0.0,0.0
0.69845,0.01042,0.00911,0.92534,0.00069,2.21258,0.6643,6.16585,0.47707,1.33998,0.01348,0.65438,0.42662,0.0,0.07772,0.43805,0.0,0.0,0.0,0.55787,0.0,0.88709,0.0,0.0
0.69391,0.00956,0.00919,0.91751,0.00062,2.67,0.86006,5.57604,0.48018,1.56589,0.0128,0.49215,0.37715,0.0,0.07708,0.39163,0.0,0.0,0.0,0.55285,0.0,0.99439,0.0,0.0
0.68906,0.00858,0.00957,0.89974,0.00048,2.87326,0.93532,5.44211,0.31432,1.58886,0.01725,0.65488,0.26004,0.0,0.08319,0.47727,0.0,0.0,0.0,0.40404,0.0,0.72857,0.0,0.0
0.67751,0.0112,0.00763,0.91712,0.00055,2.87943,0.68111,5.56522,0.47707,1.11173,0.01287,0.49099,0.2785,0.0,0.08343,0.39599,0.0,0.0,0.0,0.59931,0.0,0.83658,0.0,0.0
0.65925,0.012,0.00917,0.91799,0.00064,2.61322,0.77523,4.93821,0.47707,1.5273,0.00645,0.57638,0.22657,0.0,0.06991,0.43805,0.0,0.0,0.0,0.68916,0.0,0.75683,0.0,0.0
0.69703,0.00947,0.00917,0.88553,0.0007,2.32059,0.86317,6.40417,0.43949,0.97343,0.01159,0.52345,0.35694,0.0,0.08088,0.43805,0.0,0.0,0.0,0.6156,0.0,1.0,0.0,0.0
0.6673,0.00998,0.00976,0.98,0.00057,2.97813,0.78653,6.4061,0.5053,1.41214,0.01623,0.66447,0.28195,0.0,0.06684,0.33805,0.0,0.0,0.0,0.55481,0.0,1.0,0.0,0.0
0.69723,0.0113,0.01174,0.89974,0.00051,3.15052,0.89976,5.02842,0.47034,1.56848,0.01758,0.68825,0.26004,0.0,0.0752,0.37549,0.0,0.0,0.0,0.58951,0.0,0.94857,0.0,0.0
0.6938,0.00954,0.00913,0.91712,0.00059,2.98617,0.8508,5.76381,0.47707,1.88582,0.01456,0.43319,0.37237,0.0,0.0782,0.43762,0.0,0.0,0.0,0.44847,0.0,1.0,0.0,0.0
